T36SYB_20220130T082059_B02_20m,T36SYB_20220130T082059_B03_20m,T36SYB_20220130T082059_B04_20m,T36SYB_20220130T082059_B05_20m,T36SYB_20220130T082059_B06_20m,T36SYB_20220130T082059_B07_20m,T36SYB_20220130T082059_B11_20m,T36SYB_20220130T082059_B12_20m,T36SYB_20220130T082059_B8A_20m,Yield
0.1152,0.1398,0.1169,0.172,0.389,0.4561,0.2275,0.162,0.4622,7.2
0.1176,0.1443,0.1244,0.1786,0.3363,0.3703,0.2224,0.1602,0.379,4.36
0.1162,0.1412,0.1217,0.1767,0.3449,0.3869,0.2205,0.1593,0.3976,6.03
0.118,0.1428,0.122,0.1778,0.3432,0.3922,0.2187,0.158,0.3953,6.81
0.1198,0.1402,0.129,0.1785,0.321,0.3744,0.2231,0.164,0.3821,6.36
0.14,0.1666,0.1718,0.2062,0.3498,0.3999,0.2659,0.1973,0.3999,4.22
0.1188,0.1419,0.1184,0.172,0.3848,0.4626,0.2353,0.1679,0.4693,7.2
0.1169,0.1356,0.113,0.16,0.4157,0.5292,0.2387,0.1615,0.5308,8.57
0.1162,0.1364,0.1121,0.162,0.4225,0.556,0.2408,0.1613,0.5609,8.29
0.1158,0.1375,0.1134,0.1637,0.4324,0.565,0.2429,0.1615,0.5689,6.98
0.1149,0.1379,0.1131,0.165,0.4385,0.5747,0.2432,0.1617,0.585,6.75
0.1191,0.1404,0.1131,0.165,0.4448,0.5834,0.247,0.163,0.5955,7.62
0.1164,0.1389,0.1145,0.1658,0.4473,0.582,0.2476,0.1645,0.5897,5.85
0.1199,0.1414,0.1182,0.1706,0.4362,0.5525,0.2462,0.165,0.5711,6.53
0.1213,0.143,0.1196,0.1711,0.4314,0.5491,0.248,0.1659,0.5678,5.03
0.1226,0.149,0.1242,0.1776,0.4301,0.543,0.2518,0.1693,0.5524,4.38
0.1346,0.1697,0.1458,0.2321,0.4354,0.5213,0.2917,0.222,0.524,5.79
0.1217,0.1404,0.1377,0.1767,0.2847,0.3271,0.219,0.1702,0.3292,5.18
0.119,0.1454,0.1258,0.1794,0.2919,0.3298,0.2195,0.1642,0.3377,6.2
0.118,0.146,0.1268,0.1808,0.2978,0.3284,0.2208,0.1666,0.3334,4.84
0.1203,0.146,0.128,0.1815,0.3016,0.3389,0.2208,0.1639,0.3458,6.2
0.1177,0.1444,0.1255,0.18,0.317,0.3553,0.2183,0.1602,0.3533,6.94
0.1183,0.1432,0.126,0.1771,0.311,0.3355,0.2147,0.1604,0.345,6.18
0.119,0.143,0.1279,0.1782,0.2983,0.3303,0.2146,0.1609,0.3431,5.98
0.1154,0.1416,0.1216,0.1758,0.3411,0.3904,0.221,0.1601,0.3886,6.68
0.1167,0.1421,0.1194,0.1744,0.3667,0.4221,0.2246,0.1602,0.4329,9.2
0.1166,0.1409,0.1194,0.173,0.3626,0.4454,0.2277,0.1611,0.4525,3.72
0.1162,0.1384,0.1154,0.1708,0.3947,0.4865,0.229,0.1586,0.4858,6.96
0.1186,0.1436,0.1285,0.1776,0.34,0.4005,0.2382,0.1716,0.4148,5.8
0.1229,0.1473,0.1399,0.1896,0.3147,0.3606,0.2538,0.1827,0.3819,7.18
0.1164,0.1441,0.1215,0.1812,0.3433,0.4032,0.2265,0.163,0.4016,7.59
0.1165,0.1447,0.1195,0.1793,0.3676,0.4279,0.225,0.1623,0.4204,7.2
0.1187,0.1405,0.1282,0.1782,0.3344,0.3885,0.2278,0.1645,0.3941,6.22
0.1708,0.2052,0.2248,0.2579,0.3509,0.3747,0.2971,0.2347,0.3906,4.58
0.1224,0.1418,0.1275,0.1723,0.3675,0.4475,0.2544,0.1797,0.443,5.76
0.1171,0.1381,0.1149,0.1632,0.3981,0.5039,0.2338,0.162,0.5089,7.86
0.1146,0.137,0.1125,0.1615,0.4203,0.5453,0.2399,0.1612,0.5479,8.94
0.1168,0.1374,0.1137,0.1623,0.4278,0.5614,0.2421,0.1615,0.5642,8
0.1167,0.1382,0.1135,0.1644,0.4345,0.566,0.2441,0.1626,0.5691,7.45
0.1172,0.1383,0.1138,0.1641,0.4394,0.5752,0.2455,0.1625,0.5775,6.51
0.1181,0.1433,0.1147,0.172,0.4511,0.5829,0.2462,0.1645,0.587,4.42
0.1211,0.1457,0.1163,0.1737,0.4504,0.5683,0.2464,0.1641,0.5775,5.42
0.1193,0.1423,0.1157,0.1724,0.4458,0.5631,0.2462,0.1654,0.5675,4.88
0.1221,0.1477,0.1232,0.1788,0.4385,0.5491,0.2511,0.1699,0.557,5.54
0.143,0.1739,0.1698,0.2236,0.4296,0.5123,0.3103,0.2326,0.5174,2.68
0.121,0.1378,0.1377,0.1773,0.2849,0.328,0.2148,0.1659,0.3354,6.11
0.1188,0.1448,0.1285,0.1774,0.2978,0.323,0.2186,0.1641,0.336,6.11
0.1208,0.1452,0.1317,0.1813,0.2856,0.3118,0.2209,0.1671,0.3186,6.13
0.1166,0.1458,0.1261,0.1812,0.309,0.3387,0.2211,0.1626,0.3476,5.08
0.1179,0.1452,0.1264,0.1803,0.3113,0.3454,0.22,0.1626,0.3534,7.28
0.1181,0.1443,0.1266,0.1779,0.3107,0.339,0.2183,0.1612,0.3443,7.68
0.1161,0.1413,0.1211,0.1757,0.3384,0.3875,0.2185,0.1593,0.3942,6.51
0.1171,0.1438,0.1229,0.1811,0.3419,0.4012,0.2247,0.1641,0.4034,5.7
0.119,0.1477,0.1303,0.1871,0.3228,0.3666,0.2308,0.1693,0.3613,6.69
0.1529,0.1778,0.1995,0.2295,0.3232,0.3481,0.282,0.2239,0.3585,3.65
0.12,0.1386,0.1203,0.1567,0.3594,0.4406,0.2419,0.1687,0.447,6.42
0.1163,0.1369,0.115,0.1638,0.404,0.5132,0.2352,0.1627,0.5189,7.73
0.1165,0.1355,0.112,0.1607,0.4254,0.5545,0.2415,0.1624,0.5618,7.26
0.1156,0.1369,0.1139,0.1624,0.4343,0.5701,0.2441,0.1623,0.574,7.12
0.1167,0.1397,0.1147,0.1647,0.4374,0.5684,0.244,0.1624,0.5702,6.84
0.1171,0.1386,0.1135,0.1643,0.4375,0.569,0.2434,0.1626,0.5716,4.74
0.1174,0.1409,0.116,0.1697,0.4418,0.5734,0.2461,0.1637,0.5789,6.23
0.1202,0.146,0.1165,0.1778,0.4501,0.5632,0.2467,0.1651,0.5755,5.61
0.1189,0.1466,0.1153,0.1762,0.4486,0.5549,0.245,0.1648,0.5607,5.02
0.1184,0.1438,0.1155,0.1735,0.4447,0.5583,0.2446,0.1645,0.5673,5.04
0.1211,0.1496,0.1217,0.1808,0.4474,0.559,0.2498,0.1707,0.5617,3.26
0.1417,0.1721,0.1607,0.2147,0.4365,0.5402,0.3114,0.226,0.5407,4.19
0.1163,0.1426,0.1272,0.1798,0.299,0.3562,0.2183,0.1651,0.3517,5.14
0.1186,0.1453,0.1277,0.1804,0.2889,0.3095,0.2189,0.163,0.3213,4.5
0.1182,0.1445,0.1265,0.1791,0.3056,0.3389,0.2203,0.1616,0.3397,5.1
0.1189,0.1447,0.1274,0.1792,0.297,0.3209,0.2218,0.165,0.3302,7.54
0.1466,0.1707,0.1871,0.2162,0.3378,0.3821,0.2725,0.2131,0.3865,1.24
0.1186,0.1398,0.1174,0.1604,0.3839,0.4774,0.2395,0.1671,0.4775,7.41
0.12,0.1376,0.1181,0.1666,0.4173,0.5324,0.2374,0.1635,0.5368,6
0.118,0.137,0.1128,0.1628,0.4246,0.5564,0.2413,0.1633,0.554,7.5
0.1171,0.1395,0.1165,0.1653,0.4259,0.5563,0.2432,0.162,0.5557,7.63
0.1177,0.1392,0.1137,0.1669,0.427,0.5507,0.2421,0.1617,0.5557,7.09
0.1173,0.1377,0.1134,0.1656,0.4341,0.5649,0.2432,0.1623,0.5671,6.21
0.1158,0.1412,0.1143,0.1687,0.4418,0.5667,0.2449,0.1623,0.569,5.69
0.1174,0.1445,0.116,0.1756,0.4453,0.5513,0.2445,0.1643,0.5604,5.86
0.1175,0.1452,0.1151,0.1759,0.4446,0.548,0.2438,0.1657,0.5576,5.85
0.1196,0.1455,0.1176,0.1756,0.4433,0.5545,0.244,0.1643,0.5644,6.4
0.1249,0.1562,0.1252,0.1866,0.4461,0.5318,0.2518,0.1675,0.5371,2.96
0.1335,0.1548,0.1568,0.1885,0.3849,0.4553,0.2645,0.1905,0.4718,7.48
0.1163,0.1366,0.1136,0.1588,0.4192,0.5464,0.2361,0.1608,0.558,7.32
0.1161,0.1368,0.113,0.162,0.4256,0.5531,0.2393,0.1608,0.5651,7.76
0.1175,0.1384,0.1129,0.1639,0.4294,0.5538,0.2394,0.1618,0.5609,8.66
0.115,0.139,0.1138,0.1663,0.4228,0.5463,0.2399,0.1602,0.5513,7.24
0.1195,0.1391,0.1159,0.1663,0.4212,0.5501,0.2413,0.1628,0.5537,7.18
0.1191,0.1412,0.1154,0.1693,0.4284,0.542,0.2434,0.1631,0.5509,6.69
0.1169,0.1414,0.1161,0.1711,0.432,0.5506,0.2432,0.1658,0.5583,7.52
0.1201,0.1428,0.1156,0.1704,0.4368,0.5597,0.2433,0.1652,0.5653,5.8
0.1199,0.1442,0.117,0.1738,0.4374,0.5545,0.2434,0.1651,0.561,4.91
0.1192,0.1453,0.1177,0.1765,0.4386,0.5474,0.2452,0.1684,0.5554,5.47
0.1222,0.1485,0.1218,0.1797,0.4389,0.5458,0.2492,0.1665,0.5508,4.24
0.123,0.1445,0.1325,0.1734,0.4129,0.5057,0.2572,0.1784,0.5086,6.46
0.1165,0.1358,0.1146,0.1642,0.4308,0.5704,0.237,0.1601,0.5735,7.76
0.1154,0.1386,0.113,0.1628,0.4315,0.57,0.2394,0.1596,0.5757,7.52
0.117,0.1386,0.1135,0.1639,0.4395,0.5752,0.2397,0.1612,0.5734,8.19
0.1168,0.1377,0.1114,0.1634,0.438,0.5707,0.2407,0.161,0.5704,7.57
0.116,0.1381,0.1123,0.1616,0.4325,0.5684,0.24,0.16,0.571,7.89
0.1173,0.1369,0.1117,0.1657,0.4271,0.5587,0.2403,0.1607,0.5634,5.79
0.1189,0.1418,0.1158,0.1703,0.428,0.5453,0.2427,0.1634,0.554,7.59
0.1177,0.1418,0.1165,0.1694,0.4263,0.5344,0.2422,0.166,0.5442,6.36
0.1175,0.1402,0.1152,0.1669,0.4304,0.5455,0.2414,0.1634,0.5444,6.65
0.1201,0.1429,0.1182,0.1719,0.4309,0.5426,0.2441,0.1651,0.5464,8
0.1187,0.1422,0.1171,0.1717,0.4341,0.5427,0.2433,0.1652,0.5483,4.35
0.121,0.1458,0.1222,0.1744,0.4278,0.5431,0.2529,0.1698,0.5512,4.4
0.1494,0.1853,0.1843,0.2415,0.393,0.4384,0.2897,0.2176,0.4652,6.93
0.1193,0.1405,0.1189,0.1667,0.4243,0.5379,0.2489,0.1712,0.5433,6.7
0.117,0.1372,0.1132,0.165,0.4316,0.5623,0.2366,0.1604,0.5675,7.69
0.1159,0.1374,0.1127,0.1644,0.4353,0.5712,0.2399,0.1606,0.5742,8.26
0.1167,0.1392,0.1112,0.1655,0.4376,0.5773,0.2408,0.1613,0.579,7.78
0.1156,0.14,0.1135,0.164,0.4418,0.5811,0.2404,0.162,0.5858,8.31
0.1148,0.1386,0.1129,0.1638,0.4421,0.5798,0.2408,0.1593,0.5895,6.82
0.1166,0.1396,0.1135,0.1659,0.4401,0.577,0.2408,0.1612,0.5805,7.3
0.117,0.1381,0.114,0.1684,0.4379,0.573,0.2422,0.1625,0.5771,7.5
0.1167,0.1391,0.1147,0.1713,0.4285,0.5538,0.2414,0.1621,0.5535,7.38
0.1176,0.1384,0.1151,0.168,0.4237,0.5499,0.2384,0.1629,0.5543,5.46
0.1183,0.143,0.1164,0.1698,0.4288,0.5489,0.2398,0.1626,0.547,6.49
0.1182,0.1422,0.1174,0.1707,0.4299,0.542,0.2403,0.1641,0.5449,6.15
0.1189,0.1441,0.1198,0.1776,0.4222,0.5422,0.2561,0.1746,0.5481,5.69
0.1429,0.1767,0.1834,0.2209,0.3913,0.4264,0.2748,0.2039,0.4525,5.54
0.1156,0.1381,0.1123,0.1648,0.4244,0.5563,0.2425,0.1646,0.5523,8.15
0.1164,0.1366,0.1131,0.1654,0.4306,0.5606,0.2369,0.1605,0.5633,6.9
0.1154,0.138,0.1126,0.1638,0.439,0.5694,0.2388,0.1607,0.5745,7.46
0.1159,0.1371,0.1131,0.1657,0.4402,0.5764,0.2399,0.1602,0.5793,7.77
0.1162,0.139,0.1126,0.1645,0.4396,0.5709,0.2397,0.1611,0.5774,5.78
0.1191,0.1394,0.1133,0.165,0.4374,0.5699,0.2381,0.1598,0.5805,7.07
0.1162,0.1386,0.1153,0.1671,0.4414,0.5695,0.2418,0.1613,0.5812,6.82
0.1169,0.1397,0.1146,0.1678,0.4376,0.5633,0.2401,0.1606,0.5688,6.82
0.1183,0.1394,0.1136,0.1661,0.4366,0.5676,0.2392,0.1617,0.5824,6.4
0.1184,0.1395,0.1154,0.1682,0.4393,0.5692,0.2415,0.1634,0.5738,6.88
0.1187,0.1392,0.1166,0.1669,0.4325,0.5566,0.2412,0.1622,0.5652,5.62
0.121,0.1423,0.1206,0.1848,0.4264,0.5591,0.2622,0.1847,0.5581,6.52
0.1373,0.1619,0.168,0.1993,0.3876,0.44,0.2626,0.1899,0.4549,8.52
0.1153,0.1369,0.113,0.1645,0.4304,0.5642,0.24,0.1622,0.5646,7.48
0.1164,0.1392,0.1137,0.1657,0.4278,0.5623,0.2384,0.1602,0.5689,7.79
0.1162,0.1374,0.1117,0.1631,0.4327,0.5648,0.2379,0.1605,0.5684,7.68
0.117,0.1387,0.1128,0.1637,0.4365,0.5641,0.2394,0.16,0.5738,7.44
0.1162,0.1373,0.1131,0.1637,0.4359,0.5638,0.2384,0.1595,0.5689,6.87
0.1187,0.1389,0.1128,0.1666,0.437,0.5682,0.2412,0.1601,0.5757,7.42
0.1181,0.1388,0.1148,0.1683,0.4396,0.5645,0.241,0.1607,0.5742,6.92
0.117,0.1398,0.1142,0.1671,0.4368,0.5596,0.2391,0.1601,0.5657,6.76
0.117,0.1395,0.1133,0.1674,0.4374,0.566,0.2396,0.1591,0.5729,6.75
0.1177,0.1403,0.1152,0.1681,0.4388,0.5662,0.2409,0.1632,0.5735,6.76
0.1201,0.1415,0.1173,0.1645,0.4388,0.5655,0.2428,0.1617,0.5663,5.66
0.1689,0.1958,0.2157,0.2435,0.3123,0.3377,0.3003,0.2383,0.3577,6.65
0.1287,0.1505,0.1492,0.1843,0.3996,0.4823,0.2607,0.186,0.4948,6.34
0.1171,0.1386,0.1138,0.1623,0.4297,0.5711,0.238,0.1618,0.5661,6.2
0.1172,0.1389,0.1133,0.164,0.4265,0.5574,0.239,0.1595,0.5639,7.35
0.1159,0.1365,0.1119,0.1623,0.4281,0.561,0.2377,0.1599,0.5626,7.78
0.115,0.1377,0.1123,0.1645,0.433,0.5618,0.2384,0.1597,0.5683,7.66
0.1158,0.139,0.1126,0.1647,0.433,0.5638,0.2375,0.1587,0.5705,5.18
0.1164,0.1392,0.1128,0.1649,0.4361,0.5681,0.2391,0.1593,0.5733,7.46
0.119,0.1396,0.1129,0.1663,0.4434,0.569,0.2412,0.1595,0.5717,7.46
0.1169,0.1407,0.1144,0.1686,0.4411,0.5635,0.2409,0.1599,0.5698,6.87
0.1175,0.1404,0.1152,0.1652,0.4386,0.5612,0.2375,0.1596,0.5712,5.9
0.1171,0.1396,0.1147,0.1653,0.4364,0.5634,0.2382,0.1585,0.5676,6.48
0.1187,0.1403,0.1151,0.1691,0.4312,0.5549,0.2382,0.1626,0.5581,5.63
0.1189,0.1429,0.1178,0.1661,0.4398,0.5693,0.2433,0.1623,0.5683,6.41
0.1424,0.1688,0.1698,0.2128,0.3659,0.4235,0.2802,0.2103,0.4433,5.9
0.1309,0.1577,0.142,0.2101,0.4036,0.4995,0.2752,0.2065,0.5054,3.79
0.1478,0.1779,0.1749,0.2369,0.3972,0.4803,0.2923,0.2205,0.4869,7.73
0.171,0.2009,0.2153,0.2586,0.3767,0.4444,0.3031,0.2329,0.4558,7.92
0.1622,0.2047,0.2011,0.26,0.3768,0.4072,0.2984,0.2351,0.4325,5.21
0.1256,0.1436,0.1309,0.1777,0.4146,0.5145,0.2637,0.1793,0.5293,4
0.1167,0.1379,0.1142,0.1657,0.4276,0.5596,0.2352,0.1609,0.5611,5.78
0.1156,0.1384,0.1145,0.164,0.4282,0.5539,0.2375,0.1592,0.5613,7.43
0.1164,0.1369,0.1125,0.1638,0.4306,0.564,0.2371,0.1595,0.5607,5.83
0.1149,0.1373,0.112,0.1668,0.4316,0.5692,0.2375,0.1594,0.568,7
0.1173,0.1388,0.112,0.1644,0.4308,0.5637,0.2361,0.157,0.5721,6.27
0.1169,0.1386,0.1128,0.1651,0.4379,0.5632,0.2381,0.1579,0.5723,7.28
0.1156,0.1397,0.1142,0.1662,0.4399,0.5671,0.2406,0.1594,0.5722,7
0.1159,0.1396,0.1145,0.1661,0.4344,0.5613,0.2409,0.1596,0.5685,7.13
0.1175,0.1406,0.1135,0.1676,0.4368,0.5653,0.2389,0.1594,0.5714,6.62
0.1176,0.142,0.1151,0.1667,0.4377,0.5668,0.239,0.1578,0.5686,7.23
0.1194,0.1422,0.1163,0.1698,0.4302,0.5524,0.2367,0.1611,0.5547,5.98
0.1193,0.1415,0.1163,0.1677,0.4413,0.5711,0.2452,0.1637,0.5712,6.05
0.1705,0.1984,0.2335,0.246,0.2981,0.3297,0.2942,0.2415,0.3462,6.5
0.1373,0.1641,0.1581,0.2154,0.3795,0.4389,0.2739,0.208,0.4511,6.19
0.1251,0.1512,0.1235,0.1863,0.444,0.5452,0.2573,0.1778,0.5466,6.56
0.1222,0.1491,0.1223,0.1789,0.4402,0.523,0.2483,0.1691,0.5311,6.77
0.1227,0.1515,0.1227,0.1798,0.4264,0.5106,0.2531,0.1725,0.5149,5.37
0.1263,0.1533,0.1286,0.1944,0.4182,0.4912,0.2687,0.1907,0.5061,4.08
0.138,0.1687,0.1614,0.2148,0.3953,0.4538,0.2882,0.2114,0.4759,5.74
0.1642,0.1937,0.2048,0.2346,0.3775,0.4195,0.2986,0.2223,0.4391,8.12
0.154,0.1867,0.1928,0.2312,0.3703,0.4103,0.2919,0.225,0.4319,5.27
0.1202,0.1408,0.1181,0.1703,0.4237,0.536,0.2551,0.1729,0.5468,5.62
0.1183,0.138,0.1155,0.167,0.4255,0.5498,0.2365,0.161,0.5512,5.93
0.1166,0.1381,0.1137,0.165,0.4274,0.5556,0.2377,0.1598,0.5593,6.74
0.119,0.1382,0.1161,0.1661,0.4276,0.5467,0.2387,0.1609,0.5539,6.16
0.116,0.1398,0.1147,0.1672,0.4292,0.5625,0.2394,0.1606,0.5709,7.5
0.1164,0.1382,0.1129,0.1652,0.4339,0.5634,0.2374,0.1606,0.5747,5.21
0.1167,0.1386,0.1124,0.1659,0.4355,0.5705,0.2385,0.1604,0.5759,6.59
0.117,0.1384,0.1147,0.1672,0.4377,0.567,0.2409,0.1599,0.5783,6.86
0.1175,0.1389,0.1138,0.1672,0.4386,0.5643,0.2398,0.1596,0.5686,6.99
0.116,0.1407,0.1135,0.1688,0.4413,0.5721,0.2381,0.1584,0.5709,7.89
0.118,0.1412,0.1134,0.1695,0.4349,0.5685,0.238,0.1583,0.5695,7.19
0.1188,0.1401,0.1167,0.1677,0.4318,0.5546,0.2362,0.1596,0.5583,5.86
0.12,0.1426,0.1178,0.1752,0.4343,0.5683,0.2515,0.1701,0.5706,6.61
0.1374,0.162,0.1532,0.2053,0.3833,0.4362,0.2747,0.2078,0.4467,4.39
0.1236,0.1519,0.1221,0.1871,0.4434,0.5336,0.2545,0.1751,0.5423,8.28
0.1225,0.1497,0.1211,0.1811,0.44,0.5328,0.2483,0.1665,0.5413,6.37
0.1207,0.1486,0.1204,0.1812,0.4231,0.5186,0.2427,0.1662,0.5217,6.44
0.1206,0.1473,0.118,0.1817,0.4261,0.5173,0.2448,0.1649,0.518,6.47
0.1237,0.1522,0.1244,0.1859,0.4212,0.5069,0.2467,0.1702,0.5037,5.86
0.1235,0.1514,0.1269,0.1848,0.4183,0.4972,0.2525,0.1767,0.4967,7.26
0.1232,0.1501,0.1252,0.1917,0.4043,0.489,0.2652,0.1898,0.4948,5.6
0.1319,0.1599,0.1469,0.2075,0.3877,0.4623,0.2844,0.2086,0.4667,8.48
0.1576,0.183,0.1902,0.2369,0.372,0.4339,0.2999,0.2262,0.4456,6.88
0.174,0.2028,0.216,0.2512,0.3589,0.4229,0.3044,0.2279,0.4376,6.67
0.1454,0.1726,0.1781,0.2113,0.3748,0.4305,0.2848,0.2142,0.4505,6.04
0.1156,0.137,0.1116,0.1656,0.4331,0.5599,0.2448,0.1654,0.5657,6.54
0.1168,0.1388,0.1139,0.1665,0.4258,0.5566,0.2355,0.1598,0.5585,8.01
0.1165,0.1379,0.1123,0.1648,0.4298,0.5585,0.2375,0.1598,0.559,6.73
0.1191,0.1393,0.1169,0.1665,0.4288,0.5516,0.239,0.1619,0.5599,7.96
0.1159,0.1373,0.1136,0.1675,0.4345,0.5663,0.24,0.1616,0.573,6.04
0.1184,0.1398,0.1143,0.1655,0.4377,0.5626,0.2392,0.1609,0.5664,7.17
0.1172,0.1391,0.1147,0.1658,0.4355,0.5701,0.2408,0.1615,0.5688,8.28
0.118,0.1447,0.118,0.1709,0.4401,0.5592,0.2443,0.1634,0.5684,6.18
0.1174,0.1411,0.1172,0.1717,0.4263,0.5539,0.24,0.1625,0.561,7.42
0.1183,0.1422,0.1151,0.1683,0.4382,0.5628,0.2398,0.1583,0.5739,7.55
0.1178,0.1405,0.1146,0.1703,0.4346,0.5681,0.2407,0.1612,0.5746,5.98
0.1199,0.1437,0.1163,0.1672,0.4381,0.5627,0.2397,0.1591,0.564,5.33
0.1223,0.1459,0.1247,0.188,0.4252,0.5607,0.2623,0.1838,0.5611,6.85
0.145,0.1667,0.1679,0.2062,0.345,0.4065,0.2816,0.2177,0.4185,4.7
0.1233,0.1509,0.1226,0.1881,0.4311,0.516,0.2521,0.1791,0.5178,6.12
0.1224,0.151,0.1204,0.1859,0.4415,0.5337,0.2497,0.1689,0.5379,6.47
0.1208,0.1488,0.1182,0.1811,0.4332,0.5226,0.2452,0.165,0.5326,6.8
0.1192,0.149,0.1188,0.1776,0.4319,0.5292,0.2408,0.163,0.533,7.33
0.1202,0.1452,0.1188,0.1783,0.4282,0.5232,0.2421,0.1611,0.5266,5.31
0.1229,0.149,0.1199,0.1798,0.4185,0.5034,0.2422,0.1644,0.5115,5.72
0.1194,0.148,0.1201,0.1789,0.4181,0.4939,0.2415,0.1652,0.4999,6.48
0.1224,0.1496,0.1224,0.1776,0.4136,0.488,0.2425,0.163,0.5009,7.54
0.1211,0.148,0.1204,0.1761,0.4302,0.5159,0.2475,0.1665,0.5276,7.16
0.1195,0.1497,0.1213,0.1827,0.4208,0.5029,0.2564,0.1768,0.5169,7.09
0.1251,0.1511,0.1315,0.1928,0.4041,0.4724,0.2667,0.1901,0.4903,7.61
0.1406,0.1646,0.16,0.2112,0.3828,0.4411,0.2788,0.206,0.469,7.72
0.159,0.183,0.1914,0.2246,0.355,0.4055,0.2875,0.213,0.4438,7.34
0.1758,0.202,0.2062,0.2454,0.3591,0.3954,0.2857,0.2134,0.4318,8.62
0.1435,0.1662,0.1698,0.2027,0.3954,0.457,0.2794,0.2039,0.4733,7.27
0.1169,0.138,0.1141,0.1658,0.433,0.5651,0.2406,0.1628,0.5672,6.19
0.116,0.1367,0.1131,0.1651,0.4325,0.5578,0.2374,0.1595,0.5678,8.48
0.1167,0.1376,0.1111,0.1654,0.4369,0.567,0.2383,0.1591,0.57,7.66
0.1178,0.1376,0.1138,0.1674,0.4345,0.5728,0.2378,0.1601,0.5745,7.09
0.1157,0.1392,0.1129,0.1665,0.439,0.5778,0.2395,0.1601,0.578,6.67
0.1169,0.1391,0.1137,0.1648,0.4381,0.5716,0.2393,0.1594,0.5739,8.06
0.1161,0.1396,0.1139,0.1655,0.4348,0.5702,0.2402,0.1608,0.5666,7.72
0.118,0.1408,0.1184,0.1729,0.4347,0.5579,0.2439,0.1645,0.5584,7.32
0.1194,0.1406,0.1162,0.1701,0.4301,0.5495,0.2395,0.1627,0.5539,7.3
0.1221,0.1434,0.1215,0.1695,0.4357,0.5573,0.2417,0.1615,0.5626,6.04
0.1164,0.1403,0.1153,0.1715,0.4357,0.5654,0.2403,0.1638,0.5704,5.98
0.1223,0.1444,0.1202,0.1674,0.4393,0.5597,0.2424,0.1617,0.5672,5.47
0.1905,0.2198,0.2475,0.2802,0.3099,0.3149,0.3192,0.2729,0.3273,1.51
0.1264,0.152,0.1333,0.1973,0.4027,0.4877,0.2774,0.2004,0.4915,7.05
0.1229,0.1518,0.1218,0.178,0.4354,0.5241,0.2484,0.1685,0.5282,6.18
0.1232,0.15,0.1211,0.1761,0.4301,0.5191,0.2454,0.163,0.5249,6.44
0.1199,0.1478,0.1192,0.1777,0.427,0.5169,0.2432,0.1636,0.5288,6.38
0.1198,0.1477,0.1181,0.1794,0.4312,0.5226,0.2434,0.1629,0.527,6.48
0.1198,0.1472,0.1194,0.18,0.4318,0.5206,0.2433,0.1625,0.5235,5.78
0.1221,0.1471,0.1193,0.1761,0.4182,0.5059,0.2408,0.1617,0.5098,6.01
0.1198,0.1473,0.1188,0.1787,0.4238,0.5131,0.2426,0.1649,0.5139,4.31
0.1202,0.15,0.1199,0.1788,0.4269,0.5195,0.2447,0.1648,0.5229,6.8
0.1191,0.1473,0.1171,0.1772,0.4341,0.5263,0.2429,0.1638,0.5323,5.28
0.1194,0.1477,0.1192,0.1766,0.421,0.5088,0.2432,0.1648,0.5069,6.7
0.1209,0.1451,0.1184,0.1751,0.4231,0.5175,0.2482,0.1717,0.5133,8.04
0.1228,0.1454,0.1202,0.18,0.4229,0.5177,0.2578,0.1834,0.5135,7.98
0.126,0.1536,0.1372,0.1978,0.4059,0.4932,0.2745,0.1976,0.4898,7.72
0.1462,0.1753,0.176,0.2193,0.3916,0.4596,0.2849,0.2111,0.4598,8.35
0.1359,0.1531,0.1486,0.1936,0.4046,0.484,0.2723,0.1904,0.5013,6.98
0.1158,0.1376,0.1145,0.1653,0.4268,0.5585,0.2352,0.1608,0.5631,8.04
0.1161,0.1384,0.114,0.1639,0.4302,0.5527,0.2381,0.1595,0.5603,8.2
0.1155,0.1369,0.1124,0.1652,0.436,0.5672,0.2391,0.1594,0.5697,8.08
0.1177,0.1397,0.1136,0.1664,0.434,0.5695,0.2392,0.1589,0.5724,6.79
0.1131,0.1397,0.1133,0.165,0.439,0.5734,0.2382,0.1587,0.5727,6.99
0.1175,0.1377,0.1122,0.1648,0.4352,0.5725,0.2381,0.1599,0.574,7.51
0.1162,0.1375,0.1143,0.1641,0.4341,0.5676,0.2387,0.1606,0.572,7.53
0.1155,0.1393,0.1142,0.1673,0.4362,0.5593,0.2384,0.1601,0.5653,6.69
0.1179,0.1402,0.114,0.1678,0.4305,0.5555,0.2365,0.1596,0.5655,7.02
0.1185,0.141,0.115,0.1683,0.4354,0.5665,0.2381,0.1603,0.5732,7.87
0.1178,0.1402,0.1149,0.17,0.4356,0.5632,0.2398,0.162,0.5694,6.1
0.1195,0.1428,0.1176,0.1692,0.4409,0.5683,0.2459,0.1644,0.5729,6.46
0.1766,0.2085,0.2227,0.2686,0.4247,0.4982,0.3018,0.234,0.5116,6.69
0.1402,0.1699,0.1638,0.2374,0.43,0.5021,0.2769,0.2064,0.513,5.7
0.1205,0.147,0.1255,0.206,0.4245,0.5076,0.2588,0.1835,0.5149,9.63
0.1199,0.1475,0.1183,0.184,0.4308,0.5191,0.2438,0.1671,0.529,7
