customer_id,recency_days,number_of_orders,revenue,most_recent_visit
31964,141,9,826,13/08/2020
27193,252,9,757,24/04/2020
13957,157,8,1018,28/07/2020
5459,74,11,892,19/10/2020
7791,220,8,867,26/05/2020
12666,86,10,1278,07/10/2020
28154,99,12,1044,24/09/2020
33287,350,5,306,16/01/2020
7713,122,15,1616,01/09/2020
10179,154,7,610,31/07/2020
36234,380,8,495,17/12/2019
27669,279,10,796,28/03/2020
21464,210,8,919,05/06/2020
39771,428,6,894,30/10/2019
26725,74,11,1299,19/10/2020
20184,203,8,685,12/06/2020
29424,170,10,934,15/07/2020
23027,125,10,1032,29/08/2020
33518,275,10,908,01/04/2020
36277,68,16,1378,25/10/2020
4087,319,7,807,16/02/2020
12701,71,9,644,22/10/2020
31000,467,3,284,21/09/2019
37212,62,9,997,31/10/2020
2565,26,7,703,06/12/2020
32680,115,9,804,08/09/2020
8760,447,6,772,11/10/2019
27260,85,11,427,08/10/2020
68,52,10,831,10/11/2020
21677,23,11,1182,09/12/2020
15704,89,5,728,04/10/2020
23912,219,13,1330,27/05/2020
25469,118,12,962,05/09/2020
34256,58,16,1425,04/11/2020
31225,66,12,1303,27/10/2020
8975,46,13,976,16/11/2020
16289,113,7,782,10/09/2020
20925,222,6,480,24/05/2020
7288,85,5,650,08/10/2020
23065,160,11,1139,25/07/2020
2816,72,10,992,21/10/2020
14436,327,6,1030,08/02/2020
34071,12,11,711,20/12/2020
18861,180,13,1017,05/07/2020
4289,454,3,270,04/10/2019
23095,322,13,1220,13/02/2020
26482,327,9,681,08/02/2020
25841,191,10,782,24/06/2020
7551,514,8,766,05/08/2019
15184,148,13,1236,06/08/2020
5849,174,18,1669,11/07/2020
22323,117,8,741,06/09/2020
35059,276,14,1361,31/03/2020
38984,330,12,969,05/02/2020
14967,187,12,969,28/06/2020
2755,197,7,748,18/06/2020
4303,127,8,634,27/08/2020
27323,66,16,1396,27/10/2020
21527,77,6,666,16/10/2020
17103,122,14,1366,01/09/2020
6089,226,13,1307,20/05/2020
27273,26,11,1427,06/12/2020
27592,44,11,1234,18/11/2020
39790,77,6,370,16/10/2020
29888,14,11,1028,18/12/2020
3272,95,10,649,28/09/2020
29525,137,9,927,17/08/2020
26726,149,7,836,05/08/2020
29732,173,9,874,12/07/2020
21759,184,7,466,01/07/2020
4620,315,4,329,20/02/2020
35620,74,7,633,19/10/2020
33136,182,10,1022,03/07/2020
29847,108,4,486,15/09/2020
38726,125,8,865,29/08/2020
26178,176,7,983,09/07/2020
18174,309,6,710,26/02/2020
8995,51,12,1249,11/11/2020
29704,106,17,1804,17/09/2020
14376,162,6,701,23/07/2020
31782,100,12,1107,23/09/2020
19949,36,7,818,26/11/2020
34316,106,10,905,17/09/2020
14708,175,13,1062,10/07/2020
5543,164,7,553,21/07/2020
25550,157,10,959,28/07/2020
9162,207,13,1162,08/06/2020
36373,487,6,609,01/09/2019
2691,119,5,512,04/09/2020
28742,69,12,1244,24/10/2020
39749,224,11,895,22/05/2020
34923,328,10,1164,07/02/2020
8387,153,12,1042,01/08/2020
15,410,8,631,17/11/2019
22577,206,14,1473,09/06/2020
39730,180,13,1564,05/07/2020
3234,107,8,860,16/09/2020
31485,347,8,1016,19/01/2020
38114,141,11,941,13/08/2020
15418,129,17,1736,25/08/2020
25791,237,7,640,09/05/2020
33187,92,12,1416,01/10/2020
1960,211,8,660,04/06/2020
4356,493,5,474,26/08/2019
35780,401,4,180,26/11/2019
21221,21,7,580,11/12/2020
36183,96,9,949,27/09/2020
30092,126,14,1288,28/08/2020
34997,237,7,612,09/05/2020
8593,215,13,1375,31/05/2020
12964,135,14,1363,19/08/2020
285,101,15,1500,22/09/2020
17127,147,7,529,07/08/2020
4671,234,10,676,12/05/2020
30833,174,10,832,11/07/2020
37580,233,5,461,13/05/2020
13787,17,11,1166,15/12/2020
26313,28,9,891,04/12/2020
24681,111,7,707,12/09/2020
7794,151,13,1033,03/08/2020
35469,75,13,1339,18/10/2020
2719,97,13,1321,26/09/2020
33791,245,12,1299,01/05/2020
22100,93,13,1449,30/09/2020
9723,69,8,771,24/10/2020
14981,60,14,1266,02/11/2020
24048,20,10,902,12/12/2020
2046,33,12,1327,29/11/2020
24168,218,17,1349,28/05/2020
25123,321,4,645,14/02/2020
39128,124,12,1070,30/08/2020
37171,69,10,786,24/10/2020
937,149,10,664,05/08/2020
31719,417,6,614,10/11/2019
39345,253,5,576,23/04/2020
17271,154,12,1254,31/07/2020
22305,280,7,683,27/03/2020
3563,131,3,334,23/08/2020
4489,97,11,1144,26/09/2020
845,90,8,820,03/10/2020
28476,239,11,1003,07/05/2020
32284,310,10,1282,25/02/2020
24117,139,11,936,15/08/2020
17761,509,11,1140,10/08/2019
20124,522,7,503,28/07/2019
33847,370,10,842,27/12/2019
36344,69,10,883,24/10/2020
2289,184,8,588,01/07/2020
33149,166,13,1266,19/07/2020
16274,180,13,1158,05/07/2020
14594,58,10,1263,04/11/2020
20389,264,7,956,12/04/2020
15373,154,12,1231,31/07/2020
4245,191,10,838,24/06/2020
38506,133,11,1285,21/08/2020
35224,122,5,292,01/09/2020
31043,56,9,980,06/11/2020
38634,359,4,478,07/01/2020
5688,500,2,91,19/08/2019
10162,489,9,886,30/08/2019
19029,164,7,618,21/07/2020
10988,159,6,536,26/07/2020
18439,52,13,1002,10/11/2020
18295,103,5,499,20/09/2020
20132,145,13,1031,09/08/2020
18241,199,9,632,16/06/2020
21168,376,8,706,21/12/2019
19973,66,6,405,27/10/2020
3048,38,11,1041,24/11/2020
5349,255,9,776,21/04/2020
35000,178,12,1101,07/07/2020
25712,163,20,1573,22/07/2020
30233,163,15,1505,22/07/2020
4969,254,5,559,22/04/2020
1457,24,15,1682,08/12/2020
6017,169,15,1548,16/07/2020
18962,176,8,753,09/07/2020
3766,90,13,1168,03/10/2020
882,264,4,216,12/04/2020
33866,193,8,548,22/06/2020
11047,64,6,560,29/10/2020
5489,73,12,781,20/10/2020
20734,322,10,925,13/02/2020
28503,269,12,1054,07/04/2020
24225,179,13,1441,06/07/2020
7023,241,8,861,05/05/2020
25865,176,6,442,09/07/2020
22321,432,12,1117,26/10/2019
30947,70,8,837,23/10/2020
8386,104,13,1019,19/09/2020
4953,96,10,851,27/09/2020
35798,6,18,1444,26/12/2020
3317,71,10,1067,22/10/2020
3735,96,17,1401,27/09/2020
27887,346,6,554,20/01/2020
32,175,12,1046,10/07/2020
7275,164,10,1170,21/07/2020
26125,170,14,1635,15/07/2020
27086,84,12,938,09/10/2020
23527,231,10,948,15/05/2020
32272,503,5,569,16/08/2019
37648,139,15,1270,15/08/2020
36906,30,15,1361,02/12/2020
38545,94,10,1117,29/09/2020
6307,276,12,1627,31/03/2020
11550,171,12,829,14/07/2020
9378,119,17,1028,04/09/2020
28293,14,11,992,18/12/2020
7637,55,18,1423,07/11/2020
1526,160,9,858,25/07/2020
31068,129,12,1143,25/08/2020
7512,120,8,876,03/09/2020
34860,206,8,582,09/06/2020
21938,182,8,1058,03/07/2020
8946,525,7,608,25/07/2019
17924,172,5,344,13/07/2020
33395,247,9,678,29/04/2020
15044,118,11,1029,05/09/2020
21008,210,6,418,05/06/2020
5892,66,9,1069,27/10/2020
25893,488,3,243,31/08/2019
37159,440,9,958,18/10/2019
12993,265,13,1281,11/04/2020
37147,415,5,486,12/11/2019
18072,66,10,941,27/10/2020
5013,37,11,974,25/11/2020
9193,39,10,814,23/11/2020
36900,164,10,1368,21/07/2020
10259,61,13,1369,01/11/2020
4961,139,11,927,15/08/2020
28162,196,13,1647,19/06/2020
30558,118,9,822,05/09/2020
7245,195,19,2085,20/06/2020
27308,94,16,1241,29/09/2020
33230,195,11,1038,20/06/2020
22629,377,7,654,20/12/2019
18558,370,9,978,27/12/2019
7780,156,13,1589,29/07/2020
27454,174,15,1776,11/07/2020
8694,103,11,1262,20/09/2020
23715,134,5,585,20/08/2020
6172,155,10,1239,30/07/2020
33379,124,9,823,30/08/2020
34457,186,12,1239,29/06/2020
2,467,11,1230,21/09/2019
19645,104,7,461,19/09/2020
12068,194,10,1196,21/06/2020
4215,455,11,1053,03/10/2019
3414,164,18,1766,21/07/2020
14838,219,8,803,27/05/2020
10282,430,3,226,28/10/2019
27,225,7,581,21/05/2020
13882,268,4,381,08/04/2020
4573,124,9,857,30/08/2020
12345,65,9,615,28/10/2020
4997,294,11,950,13/03/2020
26865,27,10,590,05/12/2020
12786,440,7,703,18/10/2019
6379,172,22,2356,13/07/2020
39760,16,12,1379,16/12/2020
12328,140,11,957,14/08/2020
7118,92,8,884,01/10/2020
27114,195,12,1272,20/06/2020
32791,265,7,548,11/04/2020
23972,34,7,722,28/11/2020
15343,211,12,1401,04/06/2020
10629,149,8,823,05/08/2020
10945,75,13,901,18/10/2020
23593,203,13,1420,12/06/2020
34209,238,13,1024,08/05/2020
32795,123,8,849,31/08/2020
4510,151,4,502,03/08/2020
14796,468,6,596,20/09/2019
33107,169,7,602,16/07/2020
29457,153,9,755,01/08/2020
5104,262,12,1391,14/04/2020
15803,153,11,1022,01/08/2020
13604,183,9,925,02/07/2020
2777,67,14,1380,26/10/2020
36173,17,9,804,15/12/2020
5901,147,12,991,07/08/2020
34795,113,11,1072,10/09/2020
20594,93,13,1221,30/09/2020
37053,530,12,1062,20/07/2019
12757,165,20,2209,20/07/2020
16219,151,8,767,03/08/2020
38389,268,9,786,08/04/2020
22249,102,16,1336,21/09/2020
27376,121,10,840,02/09/2020
14066,130,8,943,24/08/2020
29824,100,9,766,23/09/2020
4263,153,6,647,01/08/2020
30523,116,9,913,07/09/2020
30173,56,9,897,06/11/2020
4836,470,8,626,18/09/2019
9666,168,10,801,17/07/2020
1186,41,14,1493,21/11/2020
974,94,14,1269,29/09/2020
18777,348,10,1099,18/01/2020
36397,119,19,1879,04/09/2020
17673,95,10,1009,28/09/2020
17062,73,8,644,20/10/2020
20351,234,6,685,12/05/2020
1651,229,10,895,17/05/2020
36611,260,12,753,16/04/2020
31242,231,9,912,15/05/2020
21264,332,11,636,03/02/2020
1418,88,7,936,05/10/2020
16878,207,14,1458,08/06/2020
37220,139,9,904,15/08/2020
24185,195,8,1048,20/06/2020
24994,47,8,631,15/11/2020
27795,72,13,1091,21/10/2020
31580,205,18,2271,10/06/2020
17530,408,7,401,19/11/2019
22845,40,9,1044,22/11/2020
22120,40,9,592,22/11/2020
6218,132,14,1266,22/08/2020
11556,19,13,1360,13/12/2020
21827,254,9,786,22/04/2020
1003,280,13,1474,27/03/2020
14931,223,11,1269,23/05/2020
7408,108,7,802,15/09/2020
6942,216,7,674,30/05/2020
642,47,16,1346,15/11/2020
15293,171,10,1119,14/07/2020
22097,56,12,1314,06/11/2020
1234,138,6,400,16/08/2020
2600,571,4,362,09/06/2019
125,375,20,1823,22/12/2019
8728,220,7,486,26/05/2020
9610,86,10,1209,07/10/2020
4537,142,14,1193,12/08/2020
7017,470,5,415,18/09/2019
9745,34,9,908,28/11/2020
5520,147,8,834,07/08/2020
24925,141,13,983,13/08/2020
3314,131,13,1132,23/08/2020
11850,137,11,1060,17/08/2020
23646,6,11,1125,26/12/2020
21145,79,11,901,14/10/2020
19891,121,5,459,02/09/2020
8645,514,7,585,05/08/2019
180,173,9,659,12/07/2020
31046,417,12,1097,10/11/2019
22809,133,11,561,21/08/2020
24962,34,16,1606,28/11/2020
35968,182,8,583,03/07/2020
16997,94,14,1752,29/09/2020
28880,59,8,1131,03/11/2020
10305,190,6,445,25/06/2020
28438,96,9,953,27/09/2020
20879,290,7,418,17/03/2020
37927,236,5,549,10/05/2020
30649,103,13,1487,20/09/2020
28953,346,11,902,20/01/2020
30747,234,11,1298,12/05/2020
49,150,10,1191,04/08/2020
39056,158,10,1094,27/07/2020
5120,23,10,902,09/12/2020
15600,56,7,686,06/11/2020
39377,92,12,1365,01/10/2020
19174,106,11,939,17/09/2020
8703,113,6,509,10/09/2020
12415,49,5,352,13/11/2020
32253,167,9,813,18/07/2020
36571,393,5,416,04/12/2019
35791,155,8,875,30/07/2020
6105,303,7,388,04/03/2020
21302,294,11,1000,13/03/2020
7353,307,10,660,28/02/2020
19128,157,7,611,28/07/2020
7894,173,7,822,12/07/2020
14386,236,9,861,10/05/2020
21251,175,10,1028,10/07/2020
26497,13,9,852,19/12/2020
20041,104,13,1226,19/09/2020
38800,149,11,846,05/08/2020
6298,206,7,509,09/06/2020
18139,269,4,415,07/04/2020
20941,209,6,577,06/06/2020
624,87,11,879,06/10/2020
26995,166,5,394,19/07/2020
23865,163,8,508,22/07/2020
22778,74,11,1048,19/10/2020
28242,236,9,1177,10/05/2020
21641,65,11,1197,28/10/2020
5830,150,9,726,04/08/2020
25419,208,8,686,07/06/2020
8320,172,10,881,13/07/2020
36688,312,7,542,23/02/2020
11527,141,9,1049,13/08/2020
16010,519,5,373,31/07/2019
2486,197,8,697,18/06/2020
14057,172,10,952,13/07/2020
37217,48,11,966,14/11/2020
23030,147,12,1199,07/08/2020
11800,131,12,1261,23/08/2020
11826,82,8,1008,11/10/2020
7996,190,14,1106,25/06/2020
15525,402,10,947,25/11/2019
37391,200,13,982,15/06/2020
30552,52,13,1280,10/11/2020
25179,207,12,1045,08/06/2020
39219,56,18,2447,06/11/2020
13673,105,13,1061,18/09/2020
38797,188,6,498,27/06/2020
15197,46,11,1172,16/11/2020
16296,229,9,1139,17/05/2020
22156,463,10,1110,25/09/2019
28804,208,9,880,07/06/2020
20678,367,11,625,30/12/2019
32294,619,4,519,22/04/2019
25480,183,8,626,02/07/2020
29039,113,5,665,10/09/2020
5207,121,9,745,02/09/2020
13160,345,5,267,21/01/2020
16689,464,8,931,24/09/2019
37527,230,6,543,16/05/2020
4145,95,14,1279,28/09/2020
22679,87,12,1404,06/10/2020
33770,250,7,618,26/04/2020
15852,129,12,1297,25/08/2020
34740,479,4,466,09/09/2019
14742,132,7,631,22/08/2020
8162,393,10,432,04/12/2019
33874,271,8,842,05/04/2020
34613,279,5,409,28/03/2020
18250,329,12,1292,06/02/2020
23571,2,9,1230,30/12/2020
39832,304,10,1104,03/03/2020
3976,440,6,326,18/10/2019
21819,292,6,800,15/03/2020
38360,242,6,502,04/05/2020
32098,237,11,789,09/05/2020
39617,188,11,1020,27/06/2020
10560,88,12,1532,05/10/2020
17873,19,4,340,13/12/2020
10230,247,7,822,29/04/2020
32646,161,12,957,24/07/2020
32008,156,9,773,29/07/2020
20978,78,7,655,15/10/2020
28259,219,12,1390,27/05/2020
23218,126,9,1059,28/08/2020
7808,263,4,434,13/04/2020
24455,153,11,1102,01/08/2020
15416,88,8,928,05/10/2020
39984,91,17,1378,02/10/2020
6337,110,14,1226,13/09/2020
15764,26,10,1182,06/12/2020
19038,181,9,1139,04/07/2020
38375,310,5,594,25/02/2020
2140,181,10,917,04/07/2020
70,156,8,1181,29/07/2020
7252,78,7,603,15/10/2020
10744,497,7,708,22/08/2019
37254,189,11,887,26/06/2020
16606,309,6,360,26/02/2020
31015,447,11,1262,11/10/2019
6556,85,8,662,08/10/2020
38343,92,13,962,01/10/2020
12509,153,10,1241,01/08/2020
28917,230,8,706,16/05/2020
13955,289,10,738,18/03/2020
12968,16,4,237,16/12/2020
38090,40,9,773,22/11/2020
15716,95,9,840,28/09/2020
6729,19,9,1189,13/12/2020
17718,72,9,1070,21/10/2020
11854,60,14,1464,02/11/2020
37438,254,4,211,22/04/2020
19273,211,9,842,04/06/2020
33606,275,15,1347,01/04/2020
18829,131,9,797,23/08/2020
20638,50,8,787,12/11/2020
31982,489,6,581,30/08/2019
15402,160,9,793,25/07/2020
12054,218,7,376,28/05/2020
2332,115,13,1394,08/09/2020
26333,148,11,901,06/08/2020
2005,49,11,758,13/11/2020
2806,20,14,1340,12/12/2020
13463,483,6,363,05/09/2019
37227,195,12,786,20/06/2020
12221,560,7,401,20/06/2019
12014,538,4,432,12/07/2019
26419,30,11,772,02/12/2020
4723,37,11,939,25/11/2020
24175,385,8,778,12/12/2019
13644,74,11,941,19/10/2020
22837,30,10,1130,02/12/2020
19070,128,6,552,26/08/2020
3534,369,9,1139,28/12/2019
15993,56,11,1392,06/11/2020
26231,245,10,1134,01/05/2020
14749,51,8,747,11/11/2020
29710,355,7,888,11/01/2020
34622,245,13,897,01/05/2020
6432,30,8,725,02/12/2020
28991,104,4,309,19/09/2020
1437,456,5,497,02/10/2019
24550,128,8,886,26/08/2020
11231,258,9,810,18/04/2020
10603,47,10,900,15/11/2020
32811,168,15,1628,17/07/2020
29911,128,10,762,26/08/2020
26210,42,13,1280,20/11/2020
6599,60,8,974,02/11/2020
34011,183,12,993,02/07/2020
32418,67,14,1515,26/10/2020
6862,281,14,1561,26/03/2020
32308,31,17,1492,01/12/2020
20820,89,6,418,04/10/2020
15952,269,16,1437,07/04/2020
7341,71,10,1063,22/10/2020
19257,154,10,777,31/07/2020
28757,130,11,1124,24/08/2020
3008,454,8,1062,04/10/2019
28374,212,7,649,03/06/2020
22274,390,3,482,07/12/2019
39943,220,9,991,26/05/2020
38739,122,12,993,01/09/2020
10690,120,6,695,03/09/2020
31055,54,15,1643,08/11/2020
12896,196,9,1006,19/06/2020
31107,122,12,1364,01/09/2020
14454,324,14,1282,11/02/2020
26066,122,5,314,01/09/2020
36434,104,9,786,19/09/2020
13637,403,9,890,24/11/2019
25715,110,10,978,13/09/2020
25608,225,8,807,21/05/2020
36273,28,18,1864,04/12/2020
31986,183,10,904,02/07/2020
34379,119,10,893,04/09/2020
27383,17,7,593,15/12/2020
37513,21,10,906,11/12/2020
5906,87,6,565,06/10/2020
253,211,9,895,04/06/2020
15472,7,10,797,25/12/2020
9011,123,13,1366,31/08/2020
2205,233,12,1033,13/05/2020
4385,197,13,1440,18/06/2020
32645,41,11,1217,21/11/2020
19972,76,6,493,17/10/2020
4062,82,10,836,11/10/2020
31630,373,9,654,24/12/2019
36603,18,9,834,14/12/2020
7542,132,12,868,22/08/2020
31811,208,10,1118,07/06/2020
31056,236,11,831,10/05/2020
2670,156,10,868,29/07/2020
20837,142,14,1411,12/08/2020
20737,135,11,1074,19/08/2020
36033,62,10,1072,31/10/2020
27543,462,9,911,26/09/2019
21313,477,13,1364,11/09/2019
16323,222,10,1007,24/05/2020
17093,170,6,584,15/07/2020
3211,59,7,603,03/11/2020
38999,108,8,963,15/09/2020
12148,267,12,978,09/04/2020
1879,209,7,641,06/06/2020
12532,140,7,972,14/08/2020
18147,97,7,595,26/09/2020
39468,93,11,1068,30/09/2020
26405,285,8,873,22/03/2020
4235,49,12,1431,13/11/2020
23152,452,9,1043,06/10/2019
31538,41,10,970,21/11/2020
35358,152,14,942,02/08/2020
20281,160,10,975,25/07/2020
25408,316,8,810,19/02/2020
31883,57,11,1285,05/11/2020
27148,606,10,1344,05/05/2019
194,100,14,1639,23/09/2020
23038,124,10,729,30/08/2020
34360,201,6,368,14/06/2020
38340,4,8,682,28/12/2020
25754,132,9,711,22/08/2020
31260,148,10,1149,06/08/2020
13300,148,12,886,06/08/2020
15350,179,9,780,06/07/2020
21815,10,7,661,22/12/2020
20735,219,10,916,27/05/2020
692,192,13,1124,23/06/2020
38729,87,13,1132,06/10/2020
15601,126,12,1172,28/08/2020
36676,259,5,576,17/04/2020
33540,74,10,964,19/10/2020
29773,137,12,1252,17/08/2020
39784,28,9,982,04/12/2020
30518,32,6,679,30/11/2020
18164,455,7,464,03/10/2019
26407,241,14,1345,05/05/2020
2428,310,9,693,25/02/2020
14001,409,12,1583,18/11/2019
39291,216,8,912,30/05/2020
24722,136,10,1010,18/08/2020
31210,410,9,833,17/11/2019
16592,38,14,1306,24/11/2020
23182,66,6,756,27/10/2020
13728,29,6,593,03/12/2020
32202,273,1,33,03/04/2020
27653,250,11,1065,26/04/2020
29442,136,9,921,18/08/2020
4065,435,14,1433,23/10/2019
16090,81,11,974,12/10/2020
10432,204,11,1106,11/06/2020
7962,75,7,894,18/10/2020
7879,232,9,1046,14/05/2020
1854,451,4,377,07/10/2019
3488,243,9,672,03/05/2020
19931,331,7,743,04/02/2020
2466,68,13,1521,25/10/2020
13793,51,13,1384,11/11/2020
29460,310,13,1309,25/02/2020
26583,202,7,925,13/06/2020
19899,311,11,1160,24/02/2020
39494,307,8,886,28/02/2020
7375,53,15,1288,09/11/2020
14582,179,8,799,06/07/2020
22374,8,9,748,24/12/2020
29330,433,10,891,25/10/2019
28824,185,11,954,30/06/2020
6007,72,7,691,21/10/2020
10585,436,8,511,22/10/2019
32793,508,4,475,11/08/2019
38836,147,4,344,07/08/2020
18426,229,8,623,17/05/2020
28797,380,6,547,17/12/2019
36190,504,8,805,15/08/2019
8722,296,10,995,11/03/2020
1425,64,12,1126,29/10/2020
11879,114,17,1575,09/09/2020
11875,89,16,1654,04/10/2020
25869,71,14,1150,22/10/2020
33413,419,10,772,08/11/2019
27261,438,11,941,20/10/2019
2143,182,14,998,03/07/2020
29378,455,7,549,03/10/2019
7332,211,13,1087,04/06/2020
11466,131,10,1034,23/08/2020
7124,63,12,1459,30/10/2020
8454,18,8,865,14/12/2020
7539,54,10,998,08/11/2020
26589,137,9,773,17/08/2020
7333,79,5,524,14/10/2020
32234,174,14,1480,11/07/2020
348,166,5,421,19/07/2020
24811,65,16,1859,28/10/2020
33204,119,5,771,04/09/2020
933,113,13,1304,10/09/2020
11309,119,11,1002,04/09/2020
32082,184,11,992,01/07/2020
11737,180,15,1352,05/07/2020
16383,132,12,948,22/08/2020
30753,74,11,1175,19/10/2020
11016,318,13,1361,17/02/2020
24761,200,13,1084,15/06/2020
9298,73,16,1877,20/10/2020
13370,49,13,1109,13/11/2020
13278,72,14,1584,21/10/2020
1816,57,15,1268,05/11/2020
37167,160,15,1671,25/07/2020
27264,10,7,455,22/12/2020
37485,59,6,560,03/11/2020
38593,149,7,768,05/08/2020
21669,543,6,646,07/07/2019
29969,201,12,1111,14/06/2020
10251,345,10,993,21/01/2020
17445,40,11,1082,22/11/2020
16184,182,11,864,03/07/2020
16105,526,7,440,24/07/2019
17201,140,5,352,14/08/2020
15684,156,7,887,29/07/2020
14853,123,5,667,31/08/2020
31875,169,10,842,16/07/2020
30709,21,7,777,11/12/2020
4341,42,20,2100,20/11/2020
32626,199,9,851,16/06/2020
38570,65,9,801,28/10/2020
2322,182,6,580,03/07/2020
1931,38,9,660,24/11/2020
12843,97,15,1939,26/09/2020
7273,158,11,1312,27/07/2020
39544,191,14,1159,24/06/2020
3075,93,14,1403,30/09/2020
23269,163,12,1102,22/07/2020
15713,286,9,658,21/03/2020
13968,175,15,1294,10/07/2020
31904,93,10,823,30/09/2020
9088,489,10,1256,30/08/2019
32155,345,6,729,21/01/2020
24126,117,8,508,06/09/2020
16989,444,7,566,14/10/2019
13019,83,12,761,10/10/2020
11641,359,9,1062,07/01/2020
33017,144,11,941,10/08/2020
33210,116,7,833,07/09/2020
30359,422,7,663,05/11/2019
36041,121,12,1094,02/09/2020
35307,91,12,949,02/10/2020
24649,255,6,446,21/04/2020
39980,36,14,1494,26/11/2020
7736,91,12,1144,02/10/2020
15177,16,11,1025,16/12/2020
25192,171,6,601,14/07/2020
10512,146,8,940,08/08/2020
36848,262,7,407,14/04/2020
2847,183,14,1401,02/07/2020
2133,141,18,1499,13/08/2020
10229,447,9,758,11/10/2019
35886,451,5,536,07/10/2019
3095,35,12,930,27/11/2020
21844,374,11,1143,23/12/2019
8727,121,10,928,02/09/2020
37131,77,7,537,16/10/2020
32259,299,6,587,08/03/2020
31584,149,9,1010,05/08/2020
17233,73,12,1264,20/10/2020
25545,135,9,1065,19/08/2020
25306,57,10,771,05/11/2020
5557,10,5,497,22/12/2020
29631,71,8,915,22/10/2020
36499,345,8,770,21/01/2020
10119,88,11,746,05/10/2020
6823,85,13,1057,08/10/2020
14475,254,12,1005,22/04/2020
20293,57,4,458,05/11/2020
6981,106,10,1336,17/09/2020
19703,36,4,462,26/11/2020
1612,83,10,1177,10/10/2020
32170,310,2,133,25/02/2020
31941,334,6,546,01/02/2020
19636,87,14,1097,06/10/2020
8469,233,10,961,13/05/2020
37408,13,9,939,19/12/2020
1589,12,10,854,20/12/2020
24511,142,14,1293,12/08/2020
18104,98,14,1608,25/09/2020
28044,228,9,825,18/05/2020
27218,167,14,1424,18/07/2020
19755,180,10,834,05/07/2020
14941,140,5,657,14/08/2020
28040,380,8,589,17/12/2019
5692,228,10,1384,18/05/2020
39250,23,11,1063,09/12/2020
39404,132,12,923,22/08/2020
7402,46,11,1420,16/11/2020
14264,57,18,1851,05/11/2020
14880,116,11,994,07/09/2020
23778,78,10,871,15/10/2020
14081,135,11,1278,19/08/2020
14505,55,11,1351,07/11/2020
26817,156,8,654,29/07/2020
22914,318,5,381,17/02/2020
8153,181,14,1368,04/07/2020
37079,147,12,1517,07/08/2020
24426,551,8,739,29/06/2019
5618,208,10,910,07/06/2020
5130,153,14,1500,01/08/2020
29181,296,7,459,11/03/2020
7172,37,9,578,25/11/2020
31161,90,14,1245,03/10/2020
20235,76,9,770,17/10/2020
36939,69,8,1178,24/10/2020
14105,107,14,1274,16/09/2020
1164,92,15,1665,01/10/2020
24497,89,17,1632,04/10/2020
18838,5,12,1156,27/12/2020
28524,131,9,1028,23/08/2020
16246,132,13,1106,22/08/2020
10170,164,8,1066,21/07/2020
372,213,11,1109,02/06/2020
26140,160,8,601,25/07/2020
36654,448,8,718,10/10/2019
22550,82,11,1309,11/10/2020
28405,224,13,1064,22/05/2020
36019,76,4,312,17/10/2020
15403,422,6,866,05/11/2019
15317,150,10,1232,04/08/2020
14576,40,14,1546,22/11/2020
963,120,9,662,03/09/2020
9023,92,10,948,01/10/2020
33597,291,8,718,16/03/2020
5987,181,7,698,04/07/2020
5613,83,6,529,10/10/2020
8287,167,9,798,18/07/2020
31870,93,11,938,30/09/2020
39970,98,10,1311,25/09/2020
27374,204,9,991,11/06/2020
13410,101,9,999,22/09/2020
39471,60,10,825,02/11/2020
